date,Battery (Charging) -  GWh,Exports -  GWh,Imports -  GWh,Distillate -  GWh,Gas (Steam) -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Reciprocating) -  GWh,Battery (Discharging) -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Temperature Max - C,Temperature Mean - C,Temperature Min - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Exports Market Value - AUD,Imports Market Value - AUD,Distillate Market Value - AUD,Gas (Steam) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Battery (Discharging) Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2023-04-25,-0.22,-1.89,2.31,0.00,1.61,4.52,0.38,0.68,0.16,16.36,2.56,6.10,28.40,23.04,17.90,545.80,2278.00,0.00,1144.00,2141.00,329.90,597.60,130.13,80.65,6606.00,35378.00,-296004.00,0.00,139106.00,502216.00,35243.00,141972.00,28947.00,941716.00,94833.00,253059.00
2023-04-26,-0.43,-9.24,0.01,0.00,0.75,1.54,0.98,0.53,0.27,36.98,1.60,4.98,28.40,24.31,18.70,0.59,7.29,0.00,530.70,730.10,861.40,460.10,54.23,6.46,-8287.00,67609.00,0.00,0.00,1798.00,57652.00,-11886.00,7176.00,7391.00,266274.00,-41816.00,-184648.00
2023-04-27,-0.48,-1.57,4.25,0.03,0.00,6.61,2.53,0.76,0.47,14.38,2.59,7.30,22.20,18.76,15.90,1195.00,2798.00,44.89,0.00,3243.00,2368.00,659.90,182.20,137.73,7502.00,118677.00,-113072.00,16624.00,0.00,957453.00,536416.00,142185.00,98039.00,1468013.00,-3599.00,-124356.00
2023-04-28,-0.46,-2.12,1.00,0.00,0.71,8.99,0.20,0.91,0.32,19.78,1.09,5.10,18.10,15.71,12.10,312.20,935.10,0.00,503.70,4521.00,193.10,798.20,162.15,76.96,18086.00,64196.00,-153013.00,0.00,132479.00,977750.00,2779.00,183507.00,32365.00,964302.00,-26177.00,-47344.00
2023-04-29,-0.28,-0.34,5.08,0.07,2.00,12.78,0.69,1.64,0.28,3.52,1.61,6.34,17.10,12.79,9.80,2268.00,5166.00,106.70,1417.00,6325.00,688.90,1430.00,344.65,185.14,8876.00,20380.00,-911165.00,24969.00,376228.00,2366953.00,188934.00,494078.00,68239.00,474384.00,17880.00,-108097.00
2023-04-30,-0.35,-0.07,6.09,0.08,2.07,13.33,1.18,2.11,0.21,1.83,2.36,4.11,17.60,13.96,10.80,3016.00,6408.00,113.30,1464.00,6598.00,1075.00,1847.00,406.82,222.29,66102.00,14743.00,-1187478.00,31284.00,472261.00,3043122.00,367139.00,585770.00,62957.00,314318.00,229302.00,368239.00
2023-05-01,-0.33,-0.34,5.64,0.26,1.76,15.09,2.69,1.30,0.27,4.92,0.94,4.09,18.40,15.44,14.00,2735.00,5916.00,372.20,1248.00,7278.00,2572.00,1137.00,402.55,336.69,75714.00,51701.00,-937787.00,170139.00,559536.00,5366626.00,1358084.00,358283.00,138978.00,1517706.00,210093.00,915620.00
2023-05-02,-0.41,-3.33,1.57,0.04,1.53,9.18,0.48,0.54,0.25,20.78,2.07,5.07,18.70,16.14,14.00,464.90,1537.00,53.13,1088.00,4431.00,429.40,472.40,162.02,105.26,2943.00,11363.00,-201198.00,11446.00,154077.00,1355228.00,109090.00,84674.00,60561.00,1495320.00,11098.00,-91983.00
2023-05-03,-0.32,-4.24,2.48,0.04,1.55,4.74,1.15,0.83,0.23,25.68,1.60,5.08,17.30,15.08,10.90,971.60,2034.00,47.48,1098.00,2342.00,1053.00,728.20,128.81,88.88,9143.00,-40304.00,-365590.00,11524.00,121066.00,922403.00,132096.00,167751.00,45615.00,938073.00,19329.00,-30296.00
2023-05-04,-0.43,-0.01,6.58,0.21,2.85,15.64,4.54,1.65,0.36,1.72,2.33,2.92,16.10,13.58,9.60,3478.00,6432.00,278.80,2019.00,7472.00,4560.00,1442.00,489.44,1126.37,263839.00,41433.00,-1145285.00,885475.00,2182067.00,20261374.00,9517002.00,1545098.00,1261961.00,813980.00,1520039.00,1101408.00
2023-05-05,-0.25,-0.34,6.71,0.05,1.96,12.32,0.67,1.22,0.30,12.35,1.99,2.47,16.10,13.36,10.40,2244.00,5467.00,53.30,1387.00,6114.00,596.60,1065.00,276.49,153.31,22761.00,51893.00,-883207.00,8188.00,363411.00,2096888.00,128295.00,248607.00,61600.00,1629379.00,99909.00,115255.00
2023-05-06,-0.32,-3.04,5.01,0.00,1.91,8.77,0.88,1.30,0.18,15.02,1.82,5.57,14.80,10.58,6.10,1650.00,4518.00,0.00,1355.00,4281.00,682.00,1138.00,210.27,180.16,45813.00,522217.00,-779616.00,0.00,369270.00,1691908.00,168011.00,267396.00,36777.00,2601393.00,228844.00,725550.00
2023-05-07,-0.20,-1.04,10.18,0.01,1.66,6.66,1.18,0.88,0.17,10.68,2.47,5.86,15.90,9.63,4.90,3315.00,8422.00,7.81,1178.00,3155.00,878.00,771.50,202.58,141.68,4534.00,-29175.00,-1354865.00,1085.00,252314.00,1136947.00,178190.00,170538.00,29066.00,1090028.00,90026.00,84930.00
2023-05-08,-0.33,-0.03,11.24,0.01,1.95,9.64,3.28,1.58,0.18,8.95,2.31,4.06,15.10,10.45,6.00,4042.00,8811.00,11.52,1379.00,4568.00,2638.00,1385.00,312.41,167.89,40104.00,1754.00,-1501919.00,1398.00,363717.00,1609129.00,686088.00,352649.00,42113.00,1409703.00,252069.00,408014.00
2023-05-09,-0.31,-0.03,8.93,0.08,2.00,10.30,4.44,1.39,0.28,7.56,1.97,3.83,17.90,11.94,7.40,3282.00,7181.00,114.10,1420.00,4880.00,3862.00,1212.00,360.50,222.53,51788.00,8884.00,-1369223.00,29420.00,497846.00,2271454.00,1232077.00,376613.00,82353.00,1640528.00,300310.00,556966.00
2023-05-10,-0.32,-0.78,2.77,0.15,1.98,10.20,5.21,0.85,0.28,8.28,2.34,6.20,17.40,12.85,7.70,1002.00,2664.00,201.30,1405.00,4736.00,4671.00,739.70,331.15,336.53,54362.00,113657.00,-501001.00,172965.00,676237.00,3761496.00,2718429.00,439794.00,237110.00,1823636.00,448228.00,1296119.00
2023-05-11,-0.33,-2.69,3.97,0.02,1.54,8.08,3.13,0.62,0.23,15.25,2.10,6.36,19.10,14.69,10.50,2091.00,3043.00,27.82,1091.00,3826.00,2789.00,544.50,221.79,149.16,15857.00,36406.00,-701940.00,5037.00,264728.00,1305987.00,823194.00,163186.00,45972.00,1117468.00,107027.00,291025.00
2023-05-12,-0.32,-0.34,6.88,0.06,2.42,10.17,2.91,1.26,0.24,7.04,2.23,4.98,18.30,13.83,9.70,3204.00,5905.00,88.84,1711.00,4816.00,2340.00,1102.00,321.15,236.88,61303.00,80283.00,-1199068.00,15117.00,573368.00,2380365.00,752026.00,337039.00,68572.00,1710550.00,394433.00,860224.00
2023-05-13,-0.19,-0.83,4.84,0.00,0.72,5.86,1.07,0.31,0.16,14.10,2.50,5.79,21.40,15.55,8.10,1066.00,4878.00,0.00,507.90,2774.00,831.30,266.90,143.64,181.13,18620.00,22324.00,-918511.00,0.00,97833.00,1223636.00,217094.00,87131.00,41216.00,2329435.00,226853.00,465813.00
2023-05-14,-0.21,-0.36,4.29,0.00,0.18,7.30,1.50,0.61,0.13,10.98,2.25,6.27,25.10,17.43,11.40,1493.00,4166.00,0.00,127.60,3566.00,1288.00,530.70,188.73,162.80,17377.00,9346.00,-715211.00,0.00,7006.00,1423311.00,282157.00,149266.00,28532.00,1570538.00,120169.00,433647.00
2023-05-15,-0.26,0.00,11.28,0.00,0.00,11.38,1.19,1.13,0.18,4.03,2.24,6.37,23.10,14.54,7.50,4431.00,9002.00,7.24,0.00,5652.00,915.00,986.10,284.92,162.93,17769.00,-106.70,-1533033.00,889.60,0.00,1962814.00,219077.00,248791.00,38061.00,669927.00,115249.00,200365.00
2023-05-16,-0.27,-0.05,4.79,0.03,0.89,13.87,2.90,1.17,0.12,10.10,2.10,3.66,16.80,13.07,9.00,1490.00,3980.00,47.49,631.40,6777.00,2749.00,1019.00,322.21,210.19,40124.00,14239.00,-569631.00,8442.00,225599.00,2945421.00,754056.00,305361.00,27248.00,2029715.00,374654.00,630992.00
2023-05-17,-0.17,0.00,5.57,0.03,2.29,12.95,5.24,1.87,0.13,6.59,1.75,4.42,14.90,11.88,6.70,2526.00,5169.00,42.40,1625.00,6268.00,4729.00,1631.00,405.42,232.30,34618.00,36.27,-883332.00,8643.00,533137.00,3184254.00,1203931.00,452773.00,27720.00,1504086.00,252889.00,670199.00
2023-05-18,-0.26,-0.07,8.62,0.03,2.15,14.18,1.76,2.21,0.16,7.15,2.26,4.10,14.80,10.40,6.80,3882.00,8344.00,39.31,1520.00,6881.00,1555.00,1930.00,350.96,233.52,45257.00,9606.00,-1697922.00,8108.00,550169.00,3321289.00,527701.00,600734.00,42608.00,1451268.00,356495.00,649980.00
2023-05-19,-0.26,-0.03,9.91,0.03,2.79,14.35,2.25,2.25,0.25,5.36,2.08,3.71,16.00,11.41,6.30,4852.00,9317.00,42.66,1978.00,6959.00,2004.00,1962.00,391.45,256.51,44084.00,3100.00,-1834261.00,9570.00,723780.00,3766063.00,660663.00,612129.00,73665.00,1135925.00,319135.00,517149.00
2023-05-20,-0.28,-1.92,2.62,0.00,2.05,6.84,1.00,2.26,0.23,18.62,1.78,4.80,16.60,13.07,10.50,783.20,2211.00,2.71,1454.00,3367.00,924.20,1972.00,205.47,136.83,34861.00,230783.00,-251378.00,181.20,330383.00,1251138.00,102313.00,394923.00,38229.00,2127818.00,177801.00,435157.00
2023-05-21,-0.21,-0.61,5.00,0.00,2.08,5.29,1.02,1.21,0.13,17.43,1.22,4.49,17.50,14.11,10.40,2060.00,4298.00,0.00,1475.00,2567.00,831.20,1057.00,180.34,101.11,9130.00,-4728.00,-748007.00,0.00,337968.00,1171607.00,161015.00,300819.00,28427.00,366666.00,38085.00,185178.00
2023-05-22,-0.33,0.00,13.46,0.06,3.08,13.12,1.77,2.51,0.28,2.00,1.00,4.03,15.90,12.49,10.40,6304.00,11790.00,73.20,2182.00,6314.00,1452.00,2195.00,438.59,249.66,53157.00,0.00,-2129702.00,24058.00,843986.00,3347711.00,559065.00,754668.00,86276.00,490590.00,164611.00,609457.00
2023-05-23,-0.36,0.00,9.27,0.14,3.42,14.67,2.44,2.94,0.27,3.25,2.03,3.00,16.40,12.96,9.50,4559.00,8572.00,181.90,2424.00,6886.00,2116.00,2571.00,440.78,297.26,73186.00,0.00,-2050295.00,65481.00,1009903.00,4478559.00,886546.00,934578.00,101423.00,857894.00,444286.00,618061.00
2023-05-24,-0.37,-2.12,2.78,0.00,1.34,3.81,1.39,0.78,0.25,27.44,1.15,5.13,19.10,14.75,10.40,729.10,2414.00,0.00,951.70,1795.00,1121.00,679.50,110.12,43.93,9479.00,21777.00,-306951.00,0.00,105141.00,457492.00,53000.00,118791.00,19709.00,592470.00,-43509.00,-322081.00
2023-05-25,-0.40,-3.39,1.36,0.01,1.19,1.39,2.07,0.49,0.26,38.88,0.59,1.46,15.20,13.00,9.20,118.60,1072.00,11.24,840.30,633.60,1700.00,429.10,78.00,94.28,36212.00,-42942.00,-153236.00,1904.00,109862.00,163664.00,275467.00,74370.00,47898.00,2932434.00,102205.00,263373.00
2023-05-26,-0.28,-0.20,4.00,0.00,2.04,8.30,2.81,1.56,0.20,18.07,1.01,4.20,15.40,11.86,7.80,1298.00,3373.00,0.00,1442.00,3914.00,2216.00,1366.00,234.08,146.41,26997.00,8529.00,-591198.00,0.00,353320.00,1322515.00,537704.00,329332.00,35340.00,2127256.00,88837.00,399510.00
2023-05-27,-0.36,-1.90,4.02,0.00,0.04,6.81,0.82,0.49,0.27,22.85,1.18,3.90,16.00,13.17,10.40,765.80,3452.00,0.00,25.51,3224.00,752.20,429.90,121.93,77.50,15478.00,23740.00,-277617.00,0.00,6579.00,551468.00,50770.00,53277.00,28925.00,1632608.00,51349.00,157366.00
2023-05-28,-0.30,-3.18,1.97,0.00,0.57,1.95,1.18,0.51,0.17,29.82,1.09,3.43,17.50,14.70,12.50,312.60,1622.00,0.00,403.50,925.70,1027.00,449.40,72.44,63.76,1966.00,34977.00,-244303.00,0.00,6887.00,261195.00,131115.00,119147.00,28526.00,1374633.00,29979.00,78314.00
2023-05-29,-0.35,-0.97,2.48,0.03,1.08,9.64,1.60,0.90,0.22,20.51,1.29,3.14,17.70,14.93,12.70,710.90,2087.00,43.28,763.80,4665.00,1405.00,784.90,199.52,188.83,20691.00,-502.10,-204863.00,22969.00,275213.00,2405820.00,423062.00,211903.00,74002.00,2515195.00,106258.00,122645.00
2023-05-30,-0.32,0.00,5.02,0.08,2.06,14.05,4.03,0.97,0.29,8.79,1.10,2.67,16.80,14.94,13.60,2008.00,4013.00,108.50,1459.00,6699.00,3751.00,845.00,377.95,288.53,77982.00,226.70,-131070.00,25606.00,572879.00,4158514.00,1229147.00,308161.00,85882.00,2413960.00,240427.00,582432.00
2023-05-31,-0.39,-2.02,1.22,0.02,0.70,6.95,0.94,0.18,0.22,26.89,1.09,3.67,19.90,16.67,14.20,262.20,794.50,25.83,495.20,3425.00,778.70,153.30,120.02,67.02,11825.00,-14267.00,6680.00,5622.00,85080.00,728776.00,72056.00,28799.00,26499.00,1327215.00,-10317.00,20395.00
2023-06-01,-0.16,-0.37,3.20,0.00,2.10,12.40,5.43,1.90,0.11,10.08,1.20,2.85,18.30,15.48,12.80,1469.00,3101.00,5.44,1488.00,5864.00,4813.00,1663.00,383.43,212.39,33701.00,13973.00,-301871.00,1255.00,487499.00,2874687.00,1492466.00,480704.00,25962.00,1110722.00,343710.00,863081.00
2023-06-02,-0.35,-1.14,1.63,0.00,0.06,11.48,1.28,1.63,0.31,20.93,1.11,1.70,19.90,16.96,14.50,394.50,1697.00,5.18,43.07,5698.00,1102.00,1425.00,214.88,168.89,50837.00,110107.00,-221149.00,871.90,10622.00,1943188.00,256566.00,335850.00,65989.00,3218291.00,230571.00,354780.00
2023-06-03,-0.28,-2.76,0.89,0.01,0.00,8.72,0.76,0.23,0.18,19.37,1.96,4.80,25.00,19.88,14.90,182.30,867.50,7.47,0.00,4273.00,591.70,201.70,140.82,72.84,6821.00,107223.00,-96530.00,306.10,0.00,697407.00,72331.00,37385.00,24148.00,1210167.00,117074.00,345634.00
2023-06-04,-0.24,-3.60,0.58,0.00,0.97,0.02,1.02,0.00,0.23,32.13,0.74,2.63,22.00,19.34,17.70,40.27,498.30,0.00,684.20,11.59,929.20,0.00,43.06,27.07,-5436.00,38692.00,-50902.00,0.00,22082.00,71.45,46092.00,0.00,10115.00,791063.00,-22108.00,-5294.00
2023-06-05,-0.25,-0.60,9.71,0.00,0.23,4.36,1.32,0.12,0.19,20.65,0.73,2.25,19.70,17.09,15.10,1493.00,6904.00,0.00,160.00,2063.00,1135.00,101.30,115.95,67.92,9686.00,5550.00,-637947.00,0.00,3454.00,393336.00,117357.00,16619.00,20579.00,1091044.00,56503.00,150397.00
2023-06-06,-0.94,-5.38,1.92,0.00,1.11,2.71,0.82,0.79,0.64,29.23,1.53,5.26,23.50,18.67,14.70,138.90,1325.00,0.00,789.30,1241.00,769.80,689.60,82.92,32.01,13126.00,127457.00,-99603.00,0.00,43838.00,113672.00,45730.00,41179.00,24471.00,790944.00,30448.00,30473.00
2023-06-07,-0.46,-3.84,0.53,0.00,1.68,0.02,1.05,0.45,0.52,33.99,1.31,2.82,21.50,17.98,13.60,30.09,345.40,0.00,1189.00,10.87,1372.00,392.90,70.84,3.26,2242.00,-34042.00,-8092.00,0.00,5707.00,-402.90,2113.00,-960.70,145.20,62662.00,-4738.00,-3545.00
2023-06-08,-0.24,-2.36,1.90,0.00,0.99,0.18,0.73,0.00,0.19,33.26,1.86,4.06,17.10,14.27,12.30,71.38,1298.00,0.00,700.10,9.95,694.90,0.00,34.04,10.67,-5197.00,-48869.00,-57154.00,0.00,7461.00,3679.00,5540.00,0.00,2288.00,290172.00,-21920.00,-81592.00
2023-06-09,-0.18,-0.31,6.83,0.00,0.84,5.47,1.52,0.76,0.08,18.85,1.55,4.40,15.90,13.18,10.50,2288.00,4963.00,5.05,597.00,2549.00,1239.00,667.30,151.09,72.88,1639.00,-2509.00,-546622.00,783.40,113912.00,689506.00,171488.00,137491.00,10417.00,454219.00,18155.00,79114.00
2023-06-10,-0.37,0.00,15.72,0.01,0.05,8.82,1.88,1.15,0.33,3.34,1.74,4.26,16.40,11.94,9.40,5955.00,11968.00,16.89,35.40,4143.00,1681.00,1007.00,318.89,139.20,27952.00,0.00,-764174.00,2635.00,13812.00,1342728.00,303067.00,198508.00,62534.00,419830.00,50909.00,99374.00
2023-06-11,-0.19,-0.03,10.30,0.00,0.59,5.21,1.31,0.54,0.16,13.86,1.19,3.22,17.20,13.34,8.80,2047.00,9513.00,0.00,416.50,2466.00,1247.00,474.70,176.54,101.43,14180.00,2607.00,-810440.00,0.00,65560.00,579878.00,161347.00,91508.00,24875.00,1294929.00,90375.00,217446.00
2023-06-12,-0.27,-5.45,0.31,0.00,0.98,0.11,0.87,0.00,0.10,33.79,0.93,5.12,19.20,15.00,12.60,19.47,265.00,0.00,696.40,52.21,783.20,0.00,36.56,7.14,-8960.00,-65966.00,-17339.00,0.00,-1496.00,8650.00,6097.00,0.00,3498.00,160212.00,-37992.00,-305134.00
2023-06-13,-0.19,-5.65,0.45,0.00,1.16,1.55,1.76,0.70,0.19,36.64,1.43,4.18,16.10,13.55,11.60,39.61,297.40,0.31,821.00,719.90,1503.00,614.70,76.83,35.96,-722.30,116224.00,-17215.00,11.23,64367.00,158877.00,134334.00,93218.00,15259.00,1022144.00,-21238.00,-74472.00
2023-06-14,-0.29,-0.68,4.74,0.00,0.81,5.54,1.77,1.30,0.20,23.77,1.66,3.33,14.80,12.42,9.80,841.30,3250.00,0.00,574.00,2625.00,1532.00,1135.00,152.86,67.03,6866.00,43177.00,-241201.00,0.00,97594.00,484843.00,179759.00,171791.00,27737.00,1345197.00,64426.00,155831.00
2023-06-15,-0.32,-3.81,0.81,0.00,1.43,2.89,0.63,0.69,0.21,34.34,2.06,3.38,16.80,13.13,10.40,29.55,499.00,0.00,1012.00,1307.00,577.80,605.70,76.76,39.95,589.30,86925.00,-40380.00,0.00,86614.00,238054.00,27390.00,80679.00,18344.00,1138298.00,29667.00,43425.00
2023-06-16,-0.29,-5.56,0.03,0.00,1.08,0.02,1.25,0.00,0.12,37.90,0.70,5.58,18.70,13.90,10.50,2.25,15.36,0.00,764.70,11.54,1643.00,0.00,51.86,-35.38,-13019.00,-219183.00,853.90,0.00,-43596.00,-306.10,-52668.00,0.00,-4159.00,-1306170.00,-56513.00,-325660.00
2023-06-17,-0.16,-3.00,5.27,0.01,1.78,0.68,0.26,0.36,0.19,30.77,0.79,2.20,14.30,12.06,7.60,592.00,3420.00,9.56,1259.00,321.30,312.60,315.50,59.90,2.35,-6736.00,-155169.00,-197270.00,1023.00,-31473.00,62900.00,25274.00,41310.00,8609.00,-489440.00,-44413.00,-116388.00
2023-06-18,-0.27,-2.09,6.23,0.00,1.57,1.69,0.00,0.00,0.09,24.26,1.70,4.98,15.30,10.75,6.40,742.10,4525.00,0.00,1112.00,800.90,2.45,0.00,55.87,0.61,-5474.00,-101546.00,-106223.00,0.00,-19354.00,65151.00,-6.39,0.00,1367.00,-239910.00,-62225.00,-228644.00
2023-06-19,-0.15,-4.63,3.20,0.16,4.25,6.62,0.72,1.03,0.21,24.32,1.22,4.92,13.80,11.63,7.80,1783.00,2443.00,230.00,3011.00,3049.00,548.90,900.30,178.13,100.68,10717.00,61295.00,-452704.00,42793.00,682834.00,1121913.00,140219.00,209039.00,39238.00,721369.00,38209.00,159763.00
2023-06-20,-0.38,-3.43,6.11,0.12,6.78,13.73,2.79,1.71,0.21,9.71,1.11,3.76,15.10,10.86,7.50,2984.00,5387.00,162.80,4803.00,6405.00,2250.00,1493.00,378.66,196.67,58637.00,758867.00,-698668.00,42800.00,1520686.00,2700274.00,657097.00,406164.00,54316.00,1770774.00,163529.00,563349.00
2023-06-21,-0.24,-8.63,0.06,0.01,3.79,11.45,0.37,0.96,0.14,35.70,0.30,1.55,13.60,10.92,9.50,7.50,49.61,7.55,2689.00,5618.00,291.30,835.60,173.97,95.64,11813.00,736822.00,-5717.00,404.50,400905.00,1082749.00,46167.00,117162.00,14744.00,3275623.00,26433.00,131306.00
2023-06-22,-0.19,-2.32,0.64,0.00,2.70,8.85,0.53,0.58,0.20,34.82,0.74,0.83,11.30,10.21,8.30,81.99,482.80,4.69,1912.00,4163.00,428.00,506.10,142.42,114.01,19497.00,265613.00,-60761.00,620.60,314904.00,1042022.00,62710.00,67249.00,25587.00,3902405.00,112288.00,126911.00
2023-06-23,-0.31,-5.58,0.18,0.00,1.52,5.05,0.98,1.35,0.24,34.49,1.30,4.19,14.80,12.53,10.60,11.66,132.10,0.88,1081.00,2393.00,813.40,1177.00,111.27,102.20,24475.00,564652.00,-12134.00,115.60,170221.00,586082.00,128839.00,200593.00,31576.00,3318443.00,158712.00,373186.00
2023-06-24,-0.29,-5.26,0.45,0.00,1.00,0.32,0.88,0.00,0.10,40.00,1.08,3.49,13.50,11.73,10.10,23.63,284.80,1.91,711.40,153.80,852.00,0.03,36.67,-15.17,-8559.00,-106067.00,-1512.00,28.92,-17841.00,927.30,-12141.00,-2.15,-653.30,-613375.00,-38922.00,-211914.00
2023-06-25,-0.21,-3.35,1.14,0.00,0.99,0.00,0.78,0.00,0.17,36.61,1.13,3.34,14.50,12.04,9.50,47.24,726.80,0.00,704.70,0.00,736.00,0.00,33.48,-15.64,-5327.00,-135127.00,-37461.00,0.00,-21261.00,0.00,-11169.00,0.00,7373.00,-708225.00,-35786.00,-139550.00
2023-06-26,-0.35,-0.08,9.52,0.24,2.13,6.27,4.54,1.71,0.36,12.86,1.40,3.93,15.60,12.47,10.70,4397.00,7009.00,347.80,1511.00,2852.00,4454.00,1495.00,318.71,168.95,36049.00,-3142.00,-767072.00,78211.00,456773.00,1510121.00,1158350.00,441346.00,81364.00,551769.00,219916.00,561962.00
2023-06-27,-0.33,0.00,13.31,0.44,3.74,11.83,5.09,2.01,0.27,7.23,0.29,1.62,12.10,10.84,9.70,6405.00,10822.00,562.70,2649.00,5430.00,5058.00,1760.00,475.31,244.41,42294.00,0.00,-1150126.00,148532.00,1067434.00,3075868.00,1408219.00,523217.00,81453.00,1151652.00,87754.00,496654.00
2023-06-28,-0.40,-0.13,4.50,0.87,4.80,14.67,4.17,2.39,0.18,5.80,1.44,4.19,15.10,10.73,8.20,2505.00,4193.00,1177.00,3399.00,7055.00,3780.00,2087.00,454.36,497.59,101126.00,18721.00,-318380.00,565919.00,2252497.00,7516665.00,3158176.00,1548931.00,241135.00,2151085.00,354736.00,855874.00
2023-06-29,-0.24,-0.31,2.61,0.83,4.06,14.34,2.64,1.27,0.21,11.85,1.69,4.12,13.40,9.90,5.60,879.80,1787.00,1158.00,2876.00,6888.00,2576.00,1109.00,356.24,186.40,30220.00,-5179.00,-170528.00,333897.00,966529.00,2997761.00,556532.00,258305.00,60764.00,1727057.00,78053.00,201260.00
2023-06-30,-0.14,-0.03,7.41,0.00,1.38,12.36,0.49,1.16,0.15,15.14,1.15,3.04,15.00,12.12,10.00,2072.00,4820.00,0.00,979.00,6103.00,394.70,1012.00,243.42,74.55,4609.00,145.20,-595738.00,0.00,111489.00,893716.00,59407.00,135852.00,15082.00,968122.00,36172.00,93816.00
2023-07-01,-0.36,-0.01,10.33,0.00,3.11,9.52,1.47,1.88,0.27,5.69,1.15,4.38,15.00,11.28,7.30,3805.00,8117.00,0.00,2205.00,4508.00,1117.00,1642.00,344.84,125.46,26950.00,815.70,-1001142.00,0.00,458967.00,1171393.00,248917.00,305974.00,45525.00,646728.00,93151.00,313746.00
2023-07-02,-0.31,-0.26,8.06,0.00,3.74,10.53,1.03,1.58,0.15,10.22,1.35,3.18,13.20,9.58,6.00,3058.00,7300.00,0.00,2649.00,5052.00,740.60,1379.00,309.07,130.80,32713.00,14931.00,-970928.00,0.00,547776.00,1417559.00,178597.00,267983.00,30913.00,1062283.00,107817.00,305391.00
2023-07-03,-0.20,-0.01,10.52,0.03,4.78,15.68,2.56,2.29,0.23,6.22,0.47,2.20,12.90,9.81,6.50,5145.00,8871.00,45.92,3385.00,7440.00,2330.00,2004.00,441.18,222.55,45202.00,533.90,-2006112.00,12420.00,1152479.00,3527040.00,715708.00,603132.00,64236.00,841693.00,133360.00,595473.00
2023-07-04,-0.43,-0.33,7.83,0.00,4.20,13.77,0.97,2.09,0.44,8.90,1.38,4.49,14.50,10.74,7.70,3593.00,7292.00,0.50,2976.00,6792.00,743.40,1824.00,340.43,185.35,75296.00,52895.00,-1007577.00,99.62,857553.00,2624181.00,215834.00,455479.00,105937.00,1423819.00,280169.00,872244.00
2023-07-05,-0.31,-3.25,0.74,0.01,1.04,0.03,1.70,0.47,0.22,35.18,1.94,4.78,17.00,12.91,9.10,68.95,661.40,9.87,738.70,12.67,1493.00,412.40,58.78,72.24,15206.00,88708.00,-75003.00,1033.00,71826.00,2580.00,157943.00,53716.00,22453.00,2368517.00,92620.00,134134.00
